ID registro,datasetKey_global_unique_identifier,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,Mes,Fecha,basisOfRecord,Leyenda,institutionCode,collectionCode,catalogNumber,recordNumber,rightsHolder,recordedBy
S57068300,URN:CornellLabOfOrnithology:EBIRD:OBS770887103,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2501",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,12/09/17,septiembre,12/09/17,,Observación,eBird,,,,,
S62783961,URN:CornellLabOfOrnithology:EBIRD:OBS844098019,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2502",Amazona kawalli,,BR,Cristalino Lodge,Mato Grosso,-9.5975,-55.9313,23/09/17,septiembre,23/09/17,,Observación,eBird,,,,,
S39516372,URN:CornellLabOfOrnithology:EBIRD:OBS537723829,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2503",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,29/09/17,septiembre,29/09/17,,Observación,eBird,,,,,
S39009101,URN:CornellLabOfOrnithology:EBIRD:OBS530297702,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2504",Amazona kawalli,,BR,Cristalino Lodge--Haffer's Trail,Mato Grosso,-9.5585522,-55.913018,4/09/17,septiembre,4/09/17,,Observación,eBird,,,,,
S39343344,URN:CornellLabOfOrnithology:EBIRD:OBS535090869,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2505",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,20/09/17,septiembre,20/09/17,,Observación,eBird,,,,,
S39049650,URN:CornellLabOfOrnithology:EBIRD:OBS530854785,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2506",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,7/09/17,septiembre,7/09/17,,Observación,eBird,,,,,
S39861503,URN:CornellLabOfOrnithology:EBIRD:OBS540682068,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2507",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,12/10/17,octubre,12/10/17,,Observación,eBird,,,,,
S41008097,URN:CornellLabOfOrnithology:EBIRD:OBS556020444,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2508",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,25/11/17,noviembre,25/11/17,,Observación,eBird,,,,,
S40859088,URN:CornellLabOfOrnithology:EBIRD:OBS553946877,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2509",Amazona kawalli,,BR,Cristalino Lodge--Haffer's Trail,Mato Grosso,-9.5585522,-55.913018,27/11/17,noviembre,27/11/17,,Observación,eBird,,,,,
S41031120,URN:CornellLabOfOrnithology:EBIRD:OBS556326838,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2510",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,11/12/17,diciembre,11/12/17,,Observación,eBird,,,,,
S41136212,URN:CornellLabOfOrnithology:EBIRD:OBS557808972,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2511",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,16/12/17,diciembre,16/12/17,,Observación,eBird,,,,,
S40931408,URN:CornellLabOfOrnithology:EBIRD:OBS555012365,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2512",Amazona kawalli,,BR,Rio Cristalino--upstream from Cristalino Lodge,Mato Grosso,-9.5666937,-55.9139385,5/12/17,diciembre,5/12/17,,Observación,eBird,,,,,
S41484273,URN:CornellLabOfOrnithology:EBIRD:OBS562351346,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2513",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,31/12/17,diciembre,31/12/17,,Observación,eBird,,,,,
S40924615,URN:CornellLabOfOrnithology:EBIRD:OBS554843367,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2514",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,5/12/17,diciembre,5/12/17,,Observación,eBird,,,,,
S40964833,URN:CornellLabOfOrnithology:EBIRD:OBS555463536,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2515",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,7/12/17,diciembre,7/12/17,,Observación,eBird,,,,,
S40949531,URN:CornellLabOfOrnithology:EBIRD:OBS555281751,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2516",Amazona kawalli,,BR,Rio Teles Pires--Ilha Ariosto,Mato Grosso,-9.6332163,-55.9393262,6/12/17,diciembre,6/12/17,,Observación,eBird,,,,,
S41471251,URN:CornellLabOfOrnithology:EBIRD:OBS562184616,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2517",Amazona kawalli,,BR,Cristalino Lodge--Serra Trail,Mato Grosso,-9.5856519,-55.9198437,31/12/17,diciembre,31/12/17,,Observación,eBird,,,,,
S40957128,URN:CornellLabOfOrnithology:EBIRD:OBS555376340,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2518",Amazona kawalli,,BR,Rio Cristalino--upstream from Cristalino Lodge,Mato Grosso,-9.5666937,-55.9139385,7/12/17,diciembre,7/12/17,,Observación,eBird,,,,,
S40904528,URN:CornellLabOfOrnithology:EBIRD:OBS554566308,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2519",Amazona kawalli,,BR,Cristalino Lodge -- Cacau Trail,Mato Grosso,-9.5907505,-55.9223667,4/12/17,diciembre,4/12/17,,Observación,eBird,,,,,
S42376750,URN:CornellLabOfOrnithology:EBIRD:OBS572849666,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2520",Amazona kawalli,,BR,Cristalino Lodge--Haffer's Trail,Mato Grosso,-9.5585522,-55.913018,30/01/18,enero,30/01/18,,Observación,eBird,,,,,
S42169458,URN:CornellLabOfOrnithology:EBIRD:OBS570340081,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2521",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,22/01/18,enero,22/01/18,,Observación,eBird,,,,,
S41655090,URN:CornellLabOfOrnithology:EBIRD:OBS564322335,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2522",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,4/01/18,enero,4/01/18,,Observación,eBird,,,,,
S42153204,URN:CornellLabOfOrnithology:EBIRD:OBS570146803,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2523",Amazona kawalli,,BR,Cristalino Lodge--Serra Trail,Mato Grosso,-9.5856519,-55.9198437,22/01/18,enero,22/01/18,,Observación,eBird,,,,,
S41690389,URN:CornellLabOfOrnithology:EBIRD:OBS564751278,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2524",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,6/01/18,enero,6/01/18,,Observación,eBird,,,,,
S42126500,URN:CornellLabOfOrnithology:EBIRD:OBS569811121,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2525",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,20/01/18,enero,20/01/18,,Observación,eBird,,,,,
S41777943,URN:CornellLabOfOrnithology:EBIRD:OBS565821026,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2526",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,8/01/18,enero,8/01/18,,Observación,eBird,,,,,
S42057501,URN:CornellLabOfOrnithology:EBIRD:OBS568947348,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2527",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,18/01/18,enero,18/01/18,,Observación,eBird,,,,,
S41854445,URN:CornellLabOfOrnithology:EBIRD:OBS566754899,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2528",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,12/01/18,enero,12/01/18,,Observación,eBird,,,,,
S41559927,URN:CornellLabOfOrnithology:EBIRD:OBS563248563,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2529",Amazona kawalli,,BR,Rio Cristalino--upstream from Cristalino Lodge,Mato Grosso,-9.5666937,-55.9139385,2/01/18,enero,2/01/18,,Observación,eBird,,,,,
S42399854,URN:CornellLabOfOrnithology:EBIRD:OBS573131596,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2530",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,31/01/18,enero,31/01/18,,Observación,eBird,,,,,
S41836843,URN:CornellLabOfOrnithology:EBIRD:OBS566533169,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2531",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,11/01/18,enero,11/01/18,,Observación,eBird,,,,,
S41976765,URN:CornellLabOfOrnithology:EBIRD:OBS568260677,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2532",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,15/01/18,enero,15/01/18,,Observación,eBird,,,,,
S41609288,URN:CornellLabOfOrnithology:EBIRD:OBS563821589,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2533",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,4/01/18,enero,4/01/18,,Observación,eBird,,,,,
S41599686,URN:CornellLabOfOrnithology:EBIRD:OBS563704235,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2534",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,3/01/18,enero,3/01/18,,Observación,eBird,,,,,
S42178563,URN:CornellLabOfOrnithology:EBIRD:OBS570457753,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2535",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,23/01/18,enero,23/01/18,,Observación,eBird,,,,,
S41706364,URN:CornellLabOfOrnithology:EBIRD:OBS564963665,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2536",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,7/01/18,enero,7/01/18,,Observación,eBird,,,,,
S42207276,URN:CornellLabOfOrnithology:EBIRD:OBS570781954,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2537",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,23/01/18,enero,23/01/18,,Observación,eBird,,,,,
S41568735,URN:CornellLabOfOrnithology:EBIRD:OBS563350018,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2538",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,2/01/18,enero,2/01/18,,Observación,eBird,,,,,
S42723480,URN:CornellLabOfOrnithology:EBIRD:OBS577212214,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2539",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,13/02/18,febrero,13/02/18,,Observación,eBird,,,,,
S42587803,URN:CornellLabOfOrnithology:EBIRD:OBS575500633,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2540",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,7/02/18,febrero,7/02/18,,Observación,eBird,,,,,
S43055508,URN:CornellLabOfOrnithology:EBIRD:OBS580567749,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2541",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,20/02/18,febrero,20/02/18,,Observación,eBird,,,,,
S42407025,URN:CornellLabOfOrnithology:EBIRD:OBS573214552,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2542",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,1/02/18,febrero,1/02/18,,Observación,eBird,,,,,
S42974130,URN:CornellLabOfOrnithology:EBIRD:OBS579679269,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2543",Amazona kawalli,,BR,Cristalino Lodge--Castanheira Trail,Mato Grosso,-9.5555553,-55.9080184,19/02/18,febrero,19/02/18,,Observación,eBird,,,,,
S43224591,URN:CornellLabOfOrnithology:EBIRD:OBS582644183,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2544",Amazona kawalli,,BR,Rio Cristalino--upstream from Cristalino Lodge,Mato Grosso,-9.5666937,-55.9139385,26/02/18,febrero,26/02/18,,Observación,eBird,,,,,
S43077811,URN:CornellLabOfOrnithology:EBIRD:OBS580815280,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2545",Amazona kawalli,,BR,Rio Cristalino--upstream from Cristalino Lodge,Mato Grosso,-9.5666937,-55.9139385,21/02/18,febrero,21/02/18,,Observación,eBird,,,,,
S42777416,URN:CornellLabOfOrnithology:EBIRD:OBS577818922,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2546",Amazona kawalli,,BR,Rio Cristalino -- Lagoa Cigana (Hoatzin oxbows),Mato Grosso,-9.4502182,-55.8979547,15/02/18,febrero,15/02/18,,Observación,eBird,,,,,
S43034133,URN:CornellLabOfOrnithology:EBIRD:OBS580319457,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2547",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,20/02/18,febrero,20/02/18,,Observación,eBird,,,,,
S42489615,URN:CornellLabOfOrnithology:EBIRD:OBS574249381,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2548",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,1/02/18,febrero,1/02/18,,Observación,eBird,,,,,
S44085607,URN:CornellLabOfOrnithology:EBIRD:OBS593402480,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2549",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,30/03/18,marzo,30/03/18,,Observación,eBird,,,,,
S43751104,URN:CornellLabOfOrnithology:EBIRD:OBS589204615,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2550",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,16/03/18,marzo,16/03/18,,Observación,eBird,,,,,
S43381868,URN:CornellLabOfOrnithology:EBIRD:OBS584580206,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2551",Amazona kawalli,,BR,Rio Cristalino--between Teles Pires and Cristalino Lodge,Mato Grosso,-9.6145949,-55.9322205,4/03/18,marzo,4/03/18,,Observación,eBird,,,,,
S44063846,URN:CornellLabOfOrnithology:EBIRD:OBS593117997,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2552",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,29/03/18,marzo,29/03/18,,Observación,eBird,,,,,
S43779925,URN:CornellLabOfOrnithology:EBIRD:OBS589590632,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2553",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,19/03/18,marzo,19/03/18,,Observación,eBird,,,,,
S44848844,URN:CornellLabOfOrnithology:EBIRD:OBS604024002,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2554",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,22/04/18,abril,22/04/18,,Observación,eBird,,,,,
S46098340,URN:CornellLabOfOrnithology:EBIRD:OBS624806015,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2555",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,28/05/18,mayo,28/05/18,,Observación,eBird,,,,,
S46039965,URN:CornellLabOfOrnithology:EBIRD:OBS623883891,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2556",Amazona kawalli,,BR,Cristalino Lodge--Serra Nova Trail,Mato Grosso,-9.573283,-55.9214509,26/05/18,mayo,26/05/18,,Observación,eBird,,,,,
S45215678,URN:CornellLabOfOrnithology:EBIRD:OBS609787597,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2557",Amazona kawalli,,BR,Cristalino Lodge--Serra Trail,Mato Grosso,-9.5856519,-55.9198437,3/05/18,mayo,3/05/18,,Observación,eBird,,,,,
S46613523,URN:CornellLabOfOrnithology:EBIRD:OBS631953099,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2558",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,17/06/18,junio,17/06/18,,Observación,eBird,,,,,
S61524745,URN:CornellLabOfOrnithology:EBIRD:OBS828900639,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2559",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,30/06/18,junio,30/06/18,,Observación,eBird,,,,,
S61523654,URN:CornellLabOfOrnithology:EBIRD:OBS828891353,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2560",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,26/06/18,junio,26/06/18,,Observación,eBird,,,,,
S46850279,URN:CornellLabOfOrnithology:EBIRD:OBS635211470,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2561",Amazona kawalli,,BR,Cristalino Lodge,Mato Grosso,-9.5975464,-55.9313773,28/06/18,junio,28/06/18,,Observación,eBird,,,,,
S47497934,URN:CornellLabOfOrnithology:EBIRD:OBS643709358,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2562",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,28/07/18,julio,28/07/18,,Observación,eBird,,,,,
S47945228,URN:CornellLabOfOrnithology:EBIRD:OBS649630021,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2563",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,26/07/18,julio,26/07/18,,Observación,eBird,,,,,
S47206176,URN:CornellLabOfOrnithology:EBIRD:OBS639912135,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2564",Amazona kawalli,,BR,cristalino lodge,Mato Grosso,-9.5975647,-55.9313649,15/07/18,julio,15/07/18,,Observación,eBird,,,,,
S47291144,URN:CornellLabOfOrnithology:EBIRD:OBS641044168,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2565",Amazona kawalli,,BR,Cristalino Lodge,Mato Grosso,-9.5977042,-55.9321485,19/07/18,julio,19/07/18,,Observación,eBird,,,,,
S47274621,URN:CornellLabOfOrnithology:EBIRD:OBS640828599,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2566",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,18/07/18,julio,18/07/18,,Observación,eBird,,,,,
S47210911,URN:CornellLabOfOrnithology:EBIRD:OBS639979899,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2567",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,15/07/18,julio,15/07/18,,Observación,eBird,,,,,
S47521916,URN:CornellLabOfOrnithology:EBIRD:OBS644038603,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2568",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,29/07/18,julio,29/07/18,,Observación,eBird,,,,,
S47158014,URN:CornellLabOfOrnithology:EBIRD:OBS639270124,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2569",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,12/07/18,julio,12/07/18,,Observación,eBird,,,,,
S47123735,URN:CornellLabOfOrnithology:EBIRD:OBS638828936,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2570",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,6/07/18,julio,6/07/18,,Observación,eBird,,,,,
S47327150,URN:CornellLabOfOrnithology:EBIRD:OBS641524325,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2571",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,17/07/18,julio,17/07/18,,Observación,eBird,,,,,
S47468289,URN:CornellLabOfOrnithology:EBIRD:OBS643317210,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2572",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,26/07/18,julio,26/07/18,,Observación,eBird,,,,,
