ID registro,datasetKey_global_unique_identifier,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,Mes,Fecha,basisOfRecord,Leyenda,institutionCode,collectionCode,catalogNumber,recordNumber,rightsHolder,recordedBy
S42381062,URN:CornellLabOfOrnithology:EBIRD:OBS572902991,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2137",Amazona kawalli,,BR,Cristalino Lodge--Haffer's Trail,Mato Grosso,-9.5585522,-55.913018,8/08/05,agosto,8/08/05,,Observación,eBird,,,,,
S42556320,URN:CornellLabOfOrnithology:EBIRD:OBS575092177,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2138",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,1/08/05,agosto,1/08/05,,Observación,eBird,,,,,
S41980160,URN:CornellLabOfOrnithology:EBIRD:OBS568304885,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2139",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,21/08/05,agosto,21/08/05,,Observación,eBird,,,,,
S7866232,URN:CornellLabOfOrnithology:EBIRD:OBS112620018,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2140",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,11/09/05,septiembre,11/09/05,,Observación,eBird,,,,,
S9821585,URN:CornellLabOfOrnithology:EBIRD:OBS139133682,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2141",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,8/09/05,septiembre,8/09/05,,Observación,eBird,,,,,
S7866207,URN:CornellLabOfOrnithology:EBIRD:OBS112619614,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2142",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,10/09/05,septiembre,10/09/05,,Observación,eBird,,,,,
S37440168,URN:CornellLabOfOrnithology:EBIRD:OBS508983873,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2143",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,16/10/05,octubre,16/10/05,,Observación,eBird,,,,,
S50825327,URN:CornellLabOfOrnithology:EBIRD:OBS688288854,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2144",Amazona kawalli,,BR,Cristalino Lodge--Lodge grounds,Mato Grosso,-9.5975263,-55.9314823,16/11/05,noviembre,16/11/05,,Observación,eBird,,,,,
S50825297,URN:CornellLabOfOrnithology:EBIRD:OBS688205258,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2145",Amazona kawalli,,BR,Cristalino Lodge--Lodge grounds,Mato Grosso,-9.5975263,-55.9314823,15/11/05,noviembre,15/11/05,,Observación,eBird,,,,,
S50825462,URN:CornellLabOfOrnithology:EBIRD:OBS693680810,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2146",Amazona kawalli,,BR,Cristalino Lodge--Lodge grounds,Mato Grosso,-9.5975263,-55.9314823,17/11/05,noviembre,17/11/05,,Observación,eBird,,,,,
S15656639,URN:CornellLabOfOrnithology:EBIRD:OBS217523323,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2147",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,28/06/06,junio,28/06/06,,Observación,eBird,,,,,
S70734257,URN:CornellLabOfOrnithology:EBIRD:OBS946875778,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2148",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,15/07/06,julio,15/07/06,,Observación,eBird,,,,,
S70746382,URN:CornellLabOfOrnithology:EBIRD:OBS947034221,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2149",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,18/07/06,julio,18/07/06,,Observación,eBird,,,,,
S10251550,URN:CornellLabOfOrnithology:EBIRD:OBS145602102,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2150",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,2/07/06,julio,2/07/06,,Observación,eBird,,,,,
S47222961,URN:CornellLabOfOrnithology:EBIRD:OBS640147524,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2151",Amazona kawalli,,BR,Cristolino Jungle Lodge Private Reserve,Mato Grosso,-9.5977139,-55.9318578,10/08/06,agosto,10/08/06,,Observación,eBird,,,,,
S29508764,URN:CornellLabOfOrnithology:EBIRD:OBS400126971,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2152",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,5/09/06,septiembre,5/09/06,,Observación,eBird,,,,,
S10872382,URN:CornellLabOfOrnithology:EBIRD:OBS154804471,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2153",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,15/10/06,octubre,15/10/06,,Observación,eBird,,,,,
S19609241,URN:CornellLabOfOrnithology:EBIRD:OBS269563620,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2154",Amazona kawalli,,BR,river travel upstream of lodge,Mato Grosso,-9.5773917,-55.9221268,15/06/07,junio,15/06/07,,Observación,eBird,,,,,
S19604025,URN:CornellLabOfOrnithology:EBIRD:OBS269492063,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2155",Amazona kawalli,,BR,river travel upstream of lodge,Mato Grosso,-9.5773917,-55.9221268,14/06/07,junio,14/06/07,,Observación,eBird,,,,,
S19617745,URN:CornellLabOfOrnithology:EBIRD:OBS269693114,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2156",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,17/06/07,junio,17/06/07,,Observación,eBird,,,,,
S19600097,URN:CornellLabOfOrnithology:EBIRD:OBS269437903,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2157",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,13/06/07,junio,13/06/07,,Observación,eBird,,,,,
S19612137,URN:CornellLabOfOrnithology:EBIRD:OBS269603990,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2158",Amazona kawalli,,BR,river travel upstream of lodge,Mato Grosso,-9.5773917,-55.9221268,16/06/07,junio,16/06/07,,Observación,eBird,,,,,
S18448867,URN:CornellLabOfOrnithology:EBIRD:OBS254611063,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2159",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,28/09/07,septiembre,28/09/07,,Observación,eBird,,,,,
S24045426,URN:CornellLabOfOrnithology:EBIRD:OBS328759064,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2160",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,28/09/07,septiembre,28/09/07,,Observación,eBird,,,,,
S41035871,URN:CornellLabOfOrnithology:EBIRD:OBS556390394,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2161",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,8/10/07,octubre,8/10/07,,Observación,eBird,,,,,
S24706479,URN:CornellLabOfOrnithology:EBIRD:OBS342666436,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2162",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,1/10/07,octubre,1/10/07,,Observación,eBird,,,,,
S65136377,URN:CornellLabOfOrnithology:EBIRD:OBS870758595,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2163",Amazona kawalli,,BR,Colniza,Mato Grosso,-9.3952,-59.0323,29/05/08,mayo,29/05/08,,Observación,eBird,,,,,
S21598777,URN:CornellLabOfOrnithology:EBIRD:OBS293995281,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2164",Amazona kawalli,,BR,Cristalino Lodge -- general,Mato Grosso,-9.5978502,-55.9307176,23/06/08,junio,23/06/08,,Observación,eBird,,,,,
S37191973,URN:CornellLabOfOrnithology:EBIRD:OBS505288761,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2165",Amazona kawalli,,BR,"Porto Joffre 78175, Pocon√© BR-MT (-17,3651,-56,7748)",Mato Grosso,-17.365132,-56.774826,10/07/08,julio,10/07/08,,Observación,eBird,,,,,
S20043264,URN:CornellLabOfOrnithology:EBIRD:OBS274847245,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2166",Amazona kawalli,,BR,Barranca e estrada Cristalino,Mato Grosso,-9.6410307,-55.9382629,7/09/08,septiembre,7/09/08,,Observación,eBird,,,,,
S42093214,URN:CornellLabOfOrnithology:EBIRD:OBS569388346,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2167",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,7/09/08,septiembre,7/09/08,,Observación,eBird,,,,,
S51295189,URN:CornellLabOfOrnithology:EBIRD:OBS693559615,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2168",Amazona kawalli,,BR,Rio Cristalino -- Lagoa Cigana (Hoatzin oxbows),Mato Grosso,-9.4502182,-55.8979547,18/08/09,agosto,18/08/09,,Observación,eBird,,,,,
S52263113,URN:CornellLabOfOrnithology:EBIRD:OBS705317319,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2169",Amazona kawalli,,BR,Cristalino Lodge--Lodge grounds,Mato Grosso,-9.5975263,-55.9314823,21/09/09,septiembre,21/09/09,,Observación,eBird,,,,,
S53458226,URN:CornellLabOfOrnithology:EBIRD:OBS719616074,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2170",Amazona kawalli,,BR,Brazil - Cristalino - Dr Haffer Trail,Mato Grosso,-9.5585259,-55.9130956,15/09/09,septiembre,15/09/09,,Observación,eBird,,,,,
S77495726,URN:CornellLabOfOrnithology:EBIRD:OBS1029021230,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2171",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,23/09/09,septiembre,23/09/09,,Observación,eBird,,,,,
S8696092,URN:CornellLabOfOrnithology:EBIRD:OBS124537801,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2172",Amazona kawalli,,BR,Cristalino - camp/torre/Saleiro,Mato Grosso,-9.5991342,-55.9344971,30/06/10,junio,30/06/10,,Observación,eBird,,,,,
S6762552,URN:CornellLabOfOrnithology:EBIRD:OBS96846981,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2173",Amazona kawalli,,BR,Rio Cristalino,Mato Grosso,-9.4924082,-56.3598633,30/07/10,julio,30/07/10,,Observación,eBird,,,,,
S36044992,URN:CornellLabOfOrnithology:EBIRD:OBS486876426,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2174",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,30/07/10,julio,30/07/10,,Observación,eBird,,,,,
S20849709,URN:CornellLabOfOrnithology:EBIRD:OBS284745020,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2175",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,15/08/10,agosto,15/08/10,,Observación,eBird,,,,,
S77094604,URN:CornellLabOfOrnithology:EBIRD:OBS1023415209,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2176",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,28/09/10,septiembre,28/09/10,,Observación,eBird,,,,,
S30500365,URN:CornellLabOfOrnithology:EBIRD:OBS415562464,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2177",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,11/11/10,noviembre,11/11/10,,Observación,eBird,,,,,
S48227781,URN:CornellLabOfOrnithology:EBIRD:OBS653327125,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2178",Amazona kawalli,,BR,Cristalino Lodge--Lodge grounds,Mato Grosso,-9.5975263,-55.9314823,8/05/11,mayo,8/05/11,,Observación,eBird,,,,,
S71897510,URN:CornellLabOfOrnithology:EBIRD:OBS1035729296,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2179",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,26/07/11,julio,26/07/11,,Observación,eBird,,,,,
S11573119,URN:CornellLabOfOrnithology:EBIRD:OBS163574709,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2180",Amazona kawalli,,BR,Cristalino Lodge--Haffer's Trail,Mato Grosso,-9.5585522,-55.913018,19/08/11,agosto,19/08/11,,Observación,eBird,,,,,
S11573072,URN:CornellLabOfOrnithology:EBIRD:OBS163573238,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2181",Amazona kawalli,,BR,Cristalino River--Downstream From Lodge,Mato Grosso,-9.61387,-55.93264,30/08/11,agosto,30/08/11,,Observación,eBird,,,,,
S11572773,URN:CornellLabOfOrnithology:EBIRD:OBS163564979,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2182",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,19/08/11,agosto,19/08/11,,Observación,eBird,,,,,
S11573159,URN:CornellLabOfOrnithology:EBIRD:OBS163575972,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2183",Amazona kawalli,,BR,Cristalino River--Upstream From Lodge,Mato Grosso,-9.56726,-55.91426,10/08/11,agosto,10/08/11,,Observación,eBird,,,,,
S78455766,URN:CornellLabOfOrnithology:EBIRD:OBS1041838541,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2184",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,1/08/11,agosto,1/08/11,,Observación,eBird,,,,,
S11573086,URN:CornellLabOfOrnithology:EBIRD:OBS163573680,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2185",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,28/08/11,agosto,28/08/11,,Observación,eBird,,,,,
S11573115,URN:CornellLabOfOrnithology:EBIRD:OBS163574624,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2186",Amazona kawalli,,BR,Cristalino River--Upstream From Lodge,Mato Grosso,-9.56726,-55.91426,20/08/11,agosto,20/08/11,,Observación,eBird,,,,,
S11573156,URN:CornellLabOfOrnithology:EBIRD:OBS163575830,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2187",Amazona kawalli,,BR,Cristalino Lodge--Lagoinha,Mato Grosso,-9.5463381,-55.9085816,11/08/11,agosto,11/08/11,,Observación,eBird,,,,,
S11573163,URN:CornellLabOfOrnithology:EBIRD:OBS163576131,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2188",Amazona kawalli,,BR,Cristalino River--Upstream From Lodge,Mato Grosso,-9.56726,-55.91426,9/08/11,agosto,9/08/11,,Observación,eBird,,,,,
S11573146,URN:CornellLabOfOrnithology:EBIRD:OBS163575462,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2189",Amazona kawalli,,BR,Cristalino Lodge--Lagoinha,Mato Grosso,-9.5463381,-55.9085816,12/08/11,agosto,12/08/11,,Observación,eBird,,,,,
S11573094,URN:CornellLabOfOrnithology:EBIRD:OBS163573921,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2190",Amazona kawalli,,BR,Cristalino Lodge--Lodge grounds,Mato Grosso,-9.5975263,-55.9314823,25/08/11,agosto,25/08/11,,Observación,eBird,,,,,
S11573130,URN:CornellLabOfOrnithology:EBIRD:OBS163575074,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2191",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,17/08/11,agosto,17/08/11,,Observación,eBird,,,,,
S83252413,URN:CornellLabOfOrnithology:EBIRD:OBS1093174604,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2192",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,18/08/11,agosto,18/08/11,,Observación,eBird,,,,,
S11573098,URN:CornellLabOfOrnithology:EBIRD:OBS163574027,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2193",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,24/08/11,agosto,24/08/11,,Observación,eBird,,,,,
S11573143,URN:CornellLabOfOrnithology:EBIRD:OBS163575401,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2194",Amazona kawalli,,BR,Cristalino Lodge--Taboca Trail,Mato Grosso,-9.5954779,-55.932641,13/08/11,agosto,13/08/11,,Observación,eBird,,,,,
S11573139,URN:CornellLabOfOrnithology:EBIRD:OBS163575318,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2195",Amazona kawalli,,BR,Cristalino River--Downstream From Lodge,Mato Grosso,-9.61387,-55.93264,14/08/11,agosto,14/08/11,,Observación,eBird,,,,,
S11572855,URN:CornellLabOfOrnithology:EBIRD:OBS163566720,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2196",Amazona kawalli,,BR,Cristalino Lodge--Rochas trail Saleiro loop,Mato Grosso,-9.6018068,-55.9357122,9/08/11,agosto,9/08/11,,Observación,eBird,,,,,
S11572972,URN:CornellLabOfOrnithology:EBIRD:OBS163570371,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2197",Amazona kawalli,,BR,Cristalino River--Downstream From Lodge,Mato Grosso,-9.61387,-55.93264,20/09/11,septiembre,20/09/11,,Observación,eBird,,,,,
S11572925,URN:CornellLabOfOrnithology:EBIRD:OBS163568978,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2198",Amazona kawalli,,BR,Fazenda Cristalino--Nilson Road,Mato Grosso,-9.64103,-55.93159,30/09/11,septiembre,30/09/11,,Observación,eBird,,,,,
S11573022,URN:CornellLabOfOrnithology:EBIRD:OBS163571736,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2199",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,13/09/11,septiembre,13/09/11,,Observación,eBird,,,,,
S11573064,URN:CornellLabOfOrnithology:EBIRD:OBS163572959,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2200",Amazona kawalli,,BR,Cristalino River--Upstream From Lodge,Mato Grosso,-9.56726,-55.91426,2/09/11,septiembre,2/09/11,,Observación,eBird,,,,,
S11573021,URN:CornellLabOfOrnithology:EBIRD:OBS163571684,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2201",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,7/09/11,septiembre,7/09/11,,Observación,eBird,,,,,
S11572979,URN:CornellLabOfOrnithology:EBIRD:OBS163570587,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2202",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,19/09/11,septiembre,19/09/11,,Observación,eBird,,,,,
S11573056,URN:CornellLabOfOrnithology:EBIRD:OBS163572659,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2203",Amazona kawalli,,BR,Cristalino Lodge--Rochas trail Saleiro loop,Mato Grosso,-9.6018068,-55.9357122,5/09/11,septiembre,5/09/11,,Observación,eBird,,,,,
S45118080,URN:CornellLabOfOrnithology:EBIRD:OBS608205531,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2204",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,18/09/11,septiembre,18/09/11,,Observación,eBird,,,,,
S11573024,URN:CornellLabOfOrnithology:EBIRD:OBS163571817,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2205",Amazona kawalli,,BR,Cristalino Jungle Lodge--Caja to Secret Garden,Mato Grosso,-9.60355,-55.93243,12/09/11,septiembre,12/09/11,,Observación,eBird,,,,,
S11572916,URN:CornellLabOfOrnithology:EBIRD:OBS163568774,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2206",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,3/10/11,octubre,3/10/11,,Observación,eBird,,,,,
S46794559,URN:CornellLabOfOrnithology:EBIRD:OBS634431118,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2207",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,20/10/11,octubre,20/10/11,,Observación,eBird,,,,,
S46197330,URN:CornellLabOfOrnithology:EBIRD:OBS626195874,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2208",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,2/10/11,octubre,2/10/11,,Observación,eBird,,,,,
