GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS163573921	2018-04-05 12:32:58	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-08-25		obsr37316	S11573094	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163575074	2020-01-07 14:33:00	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2011-08-17	05:55:00	obsr37316	S11573130	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1093174604	2021-03-12 13:16:21.67892	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-08-18	07:00:00	obsr272523	S83252413	Historical	P62	EBIRD	600			5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163574027	2018-04-15 21:19:48	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2011-08-24	05:50:00	obsr37316	S11573098	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163575401	2018-04-05 12:39:02	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Taboca Trail	L2318189	H	-9.5954779	-55.9326410	2011-08-13	06:20:00	obsr37316	S11573143	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163575318	2013-06-26 12:31:34	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Downstream From Lodge	L1601653	P	-9.6138700	-55.9326400	2011-08-14	06:30:00	obsr37316	S11573139	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163566720	2020-08-21 10:14:58	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Rochas trail Saleiro loop	L2319156	H	-9.6018068	-55.9357122	2011-08-09	06:00:00	obsr37316	S11572855	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163570371	2013-09-11 14:28:32	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Downstream From Lodge	L1601653	P	-9.6138700	-55.9326400	2011-09-20	06:00:00	obsr37316	S11572972	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163568978	2018-09-01 20:39:27	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Fazenda Cristalino--Nilson Road	L1744848	P	-9.6410300	-55.9315900	2011-09-30	06:30:00	obsr37316	S11572925	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163571736	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2011-09-13	05:45:00	obsr37316	S11573022	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163572959	2015-08-11 11:28:37	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Upstream From Lodge	L1601655	P	-9.5672600	-55.9142600	2011-09-02	05:45:00	obsr37316	S11573064	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163571684	2018-08-22 10:52:15	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2011-09-07	05:45:00	obsr37316	S11573021	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163570587	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2011-09-19	05:45:00	obsr37316	S11572979	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163572659	2020-08-21 10:14:58	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Rochas trail Saleiro loop	L2319156	H	-9.6018068	-55.9357122	2011-09-05	08:45:00	obsr37316	S11573056	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS608205531	2018-04-30 18:24:53	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-09-18		obsr172565	S45118080	Historical	P62	EBIRD					1		1	1	0		Taboca in the a.m. and Caja in the p.m.		
URN:CornellLabOfOrnithology:EBIRD:OBS163571817	2013-09-11 14:30:39	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Jungle Lodge--Caja to Secret Garden	L1744851	P	-9.6035500	-55.9324300	2011-09-12	13:00:00	obsr37316	S11573024	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163568774	2018-04-15 21:19:48	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2011-10-03	05:45:00	obsr37316	S11572916	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS634431118	2018-06-25 18:51:57	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-10-20		obsr172565	S46794559	Historical	P62	EBIRD					1		0	1	0		Tower I in the morning, Ilha/Rio abaixo in the afternoon		
URN:CornellLabOfOrnithology:EBIRD:OBS626195874	2018-05-31 20:26:00	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-10-02		obsr172565	S46197330	Historical	P62	EBIRD				4	1		0	1	0		first day leading trips I think - morning at Taboca		
URN:CornellLabOfOrnithology:EBIRD:OBS163569217	2013-06-26 12:31:34	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Downstream From Lodge	L1601653	P	-9.6138700	-55.9326400	2011-10-01	06:10:00	obsr37316	S11572935	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS635598336	2018-08-22 10:53:41	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-10-24		obsr172565	S46881355	Historical	P62	EBIRD					1		0	1	0		Tower II in the morning, Limão and Lagoinha in the afternoon		
URN:CornellLabOfOrnithology:EBIRD:OBS431122019	2016-12-23 14:12:01	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Jungle Lodge Area	L4937846	P	-9.5975558	-55.9314789	2011-10-07		obsr497809	S31679762	Incidental	P20	EBIRD					0		0	1	0			Cristalino Jungle Lodge, Mato Grosso, Brazil	
URN:CornellLabOfOrnithology:EBIRD:OBS163567981	2019-08-14 16:52:55	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Castanheira Trail	L2782291	H	-9.5555553	-55.9080184	2011-10-11	07:00:00	obsr37316	S11572893	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS626009526	2018-05-31 12:22:17	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-10-01		obsr172565	S46184135	Historical	P62	EBIRD					1		0	1	0		Cerra in the morning, Tower I in the afternoon		
URN:CornellLabOfOrnithology:EBIRD:OBS163568225	2018-04-05 12:32:58	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-10		obsr37316	S11572898	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163567670	2018-08-22 10:52:14	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2011-10-13	04:30:00	obsr37316	S11572889	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163567926	2018-04-05 12:32:58	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-12	04:45:00	obsr37316	S11572892	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163567434	2018-09-01 20:39:47	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2011-10-08	06:45:00	obsr37316	S11572882	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS157282611	2018-08-22 10:52:13	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2012-06-19		obsr37316	S11046068	Incidental	P20	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS176691147	2020-09-23 10:50:13	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge vicinity	L1883376	P	-9.7843763	-55.7419939	2012-06-20	05:30:00	obsr27969	S12605088	Traveling	P22	EBIRD	420	2.414		16	1	G2725732	0	1	0		Started out in the dark to high "Tower 1" on near side of river, Bret and I only ones making it up to very top level - quite lovely, albeit with some fog. After getting hot, followed cooler trails for awhile with mixed success (bitten by ants thru socks & pants) and too many people on the trail !	/tf BretWhitney AM;/O not good detail but large size right, etc.	
URN:CornellLabOfOrnithology:EBIRD:OBS177049746	2015-08-10 10:28:00	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge vicinity	L1883376	P	-9.7843763	-55.7419939	2012-06-23	14:50:00	obsr27969	S12632239	Traveling	P22	EBIRD	270	12.875		17	1	G619092	0	1	0		longer upriver trip (with people portage around rapids - huge webs!) to Hoatsin Lake, part of designated national park, but not maintained as such (and we in fact were treated hostilely by fishermen probably there illegally (and boozed))	/tf BretWhitney PM;/O/G	
URN:CornellLabOfOrnithology:EBIRD:OBS548235702	2020-08-21 11:09:37	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge vicinity	L1883376	P	-9.7843763	-55.7419939	2012-06-20	05:30:00	obsr213319	S40408959	Traveling	P22	EBIRD	420	2.414		16	1	G2725732	0	1	0			/tf BretWhitney AM;/O not good detail but large size right, etc.	
URN:CornellLabOfOrnithology:EBIRD:OBS196468403	2015-08-10 10:28:00	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge vicinity	L1883376	P	-9.7843763	-55.7419939	2012-06-23	14:50:00	obsr213319	S14104138	Traveling	P22	EBIRD	270	12.875		17	1	G619092	0	1	0			/tf BretWhitney PM;/O/G	
URN:CornellLabOfOrnithology:EBIRD:OBS380145588	2021-01-25 11:59:30.098727	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							River between lodge & Serra Nova Trail	L4352575	P	-9.5843316	-55.9283924	2012-07-25	05:45:00	obsr669043	S28067992	Traveling	P22	EBIRD	45	3.000		7	1		0	1	0		Tropical Birding tour		
URN:CornellLabOfOrnithology:EBIRD:OBS358590385	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2012-07-24	05:30:00	obsr669043	S26254704	Stationary	P21	EBIRD	150			7	0		0	1	0		Tropical Birding tour led by Nick Athens; early morning visit to "Old Tower"		
URN:CornellLabOfOrnithology:EBIRD:OBS845099035	2020-01-01 16:11:56	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2012-09-15		obsr724613	S62871354	Historical	P62	EBIRD				5	1	G4813546	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS842644391	2020-01-01 16:11:56	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2012-09-15		obsr424434	S62668183	Historical	P62	EBIRD				5	1	G4813546	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS334570746	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2012-09-18	14:00:00	obsr521086	S24474098	Historical	P62	EBIRD	1440	4.000		6	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1001034707	2020-10-23 11:04:45	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2012-10-15	05:30:00	obsr276981	S75250554	Traveling	P22	EBIRD	720	10.000		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS172540474	2015-11-09 13:13:05	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2012-11-19		obsr103929	S12284050	Historical	P62	EBIRD				2	1		0	1	0		Rain in a.m. Lodge, Rocks trail, Rio Cristalino, Limo, ending day after dusk at start of Cacao trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS172587570	2015-11-09 13:12:08	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2012-11-22		obsr103929	S12287970	Historical	P62	EBIRD				5	1		0	1	0		Lodge & nearby trails (Rock, Tower, Treehouse), very short section of Haffer trail (rained out). Rainy afternoon.		
URN:CornellLabOfOrnithology:EBIRD:OBS172588440	2018-08-22 10:52:17	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2012-11-23		obsr103929	S12288026	Historical	P62	EBIRD				5	1		0	1	0		Lodge, Tower 1, Rio Cristalino, Haffer trail, Rock trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS837564565	2019-12-13 11:12:47	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2012-11-05	16:00:00	obsr1461465	S62266132	Traveling	P22	EBIRD	120	16.000		1	1		0	1	0			Zeer fraai te zien vanaf de 1e uitkijktoren, prachtig in de scoop en duidelijk de witte snavelrand (opgezet) te zien.	
URN:CornellLabOfOrnithology:EBIRD:OBS199082261	2020-07-04 17:32:31	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-05-27	06:00:00	obsr163746	S14263356	Traveling	P22	EBIRD	300	3.219		6	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS291932984	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-05-17	05:45:00	obsr556494	S21418659	Traveling	P22	EBIRD	105	1.609		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS592630636	2018-04-05 12:32:58	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2013-06-23		obsr750853	S44025766	Historical	P62	EBIRD				9	1		0	1	0		Birded Chip Haven tower in the AM; Brazil Nut Tree Trail in the PM; owling behind the lodge after dark. With Marcelo Padua and Field Guides birding group.		
URN:CornellLabOfOrnithology:EBIRD:OBS643055133	2018-07-25 19:16:10	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2013-06-23		obsr309564	S47445022	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS888861677	2020-04-06 13:05:58	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-06-23	07:30:00	obsr278999	S66581879	Traveling	P22	EBIRD	540	5.000		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS885115339	2020-03-29 13:09:27	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-06-19	07:30:00	obsr278999	S66330824	Traveling	P22	EBIRD	540	5.000		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS412343544	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2013-06-23		obsr508255	S30257566	Historical	P62	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS218945341	2018-04-15 21:20:35	12309	species	Kawall's Parrot	Amazona kawalli			10				Brazil	BR	Mato Grosso	BR-MT							Rio Teles Pires--Ilha Ariosto	L878419	H	-9.6332163	-55.9393262	2013-07-31	05:30:00	obsr199722	S15768671	Historical	P62	EBIRD				9	0		0	1	0		Numbers may include additional individuals seen on August 1-5.  VENT Tour leaders: Kevin Zimmer and Andrew Whittaker		
URN:CornellLabOfOrnithology:EBIRD:OBS952146390	2020-07-05 00:38:11	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-07-23		obsr163746	S71145013	Historical	P62	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS211483324	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-08-29	06:15:00	obsr152076	S15214847	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS207478797	2015-09-30 16:32:35	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--upstream from Cristalino Lodge	L3859563	H	-9.5666937	-55.9139385	2013-08-12	05:40:00	obsr412230	S14914200	Traveling	P22	EBIRD_CAN	46	3.700		3	1		0	1	0		with Paul Prevett & Candy McManiman. Birds recorded from the boat along the Cristalino upstream from CJL to the Serra Nova trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS207229412	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-08-10	06:30:00	obsr152076	S14896880	Traveling	P22	EBIRD	210	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS207467974	2018-04-15 21:22:30	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Nova Trail	L2317041	H	-9.5732830	-55.9214509	2013-08-12	06:28:00	obsr412230	S14913337	Traveling	P22	EBIRD_CAN	337	2.000		3	1		0	1	0		with Paul Prevett & Candy McManiman.		
URN:CornellLabOfOrnithology:EBIRD:OBS207617785	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2013-08-14	05:50:00	obsr412230	S14924315	Stationary	P21	EBIRD_CAN	202			3	1		0	1	0		with Paul Prevett & Candy McManiman. The sun was behind cloud until ca. 7h30, but once it broke out the morning was very hot. A light breeze from the WSW gained strength until the time we left.		
URN:CornellLabOfOrnithology:EBIRD:OBS211351388	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-08-27	06:00:00	obsr152076	S15204495	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS211484638	2020-09-23 10:53:07	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-20	05:30:00	obsr339449	S15214921	Stationary	P21	EBIRD	780			12	1		0	1	0		Natural Encounters Birding and Wildlife Photography Tours' Day 10:  Canopy Tower #2 watch, followed by an impromptu view of owls around Cristalino Lodge and a surprise appearance of a Harpy Eagle about 5-minuteds up the trail to Canopy Tower #1; P.M. Cristalino River exploration into the crepuscular hours and early evening.  With Greg R. Homel, Raphael Santos, Susan Childs, Louise Edgerton, Ken Zaremba, Susan Kamprath, Cy and Karen Beeman, and Mike, Margaret and Teresa Gerutto.		
